特价,原价,药名,厂家,规格,效期
券后约 ￥3.51,￥3.69,哈西奈德溶液,唐山集川药业利康制药有限公司,规格：10ml（0.1%）,效期：2023-03-31
券后约 ￥3.52,￥3.71,牛磺酸颗粒,赤峰维康生化制药有限公司,规格：0.4g*15包,效期：2023-02-28
券后约 ￥3.14,￥3.31,复方丹参片,四川依科制药有限公司,规格：60片(糖衣),效期：2022-06-30
券后约 ￥3.41,￥3.59,青霉素V钾片,西南药业股份有限公司,规格：0.236g*12片*2板,效期：2022-04-30
券后约 ￥3.60,￥3.79,马来酸依那普利片,亚宝药业集团股份有限公司,规格：5mg*16片,效期：2023-03-31
券后约 ￥3.70,￥3.89,马来酸氯苯那敏注射液,华中药业股份有限公司,规格：1ml：10mg*10支                                              ,效期：2022-02-28
券后约 ￥3.24,￥3.41,六味地黄丸,四川依科制药有限公司,规格：200丸(每8丸重1.6g)(浓缩丸),效期：2022-01-31
券后约 ￥3.44,￥3.62,川贝枇杷糖浆,昭通市骅成制药有限公司,规格：100ml,效期：2023-01-31
券后约 ￥3.54,￥3.73,半夏糖浆,广西百琪药业有限公司,规格：100ml,效期：2021-11-30
券后约 ￥3.54,￥3.73,尼群地平片,国药集团汕头金石制药有限公司,规格：10mg*100片,效期：2022-04-30
券后约 ￥3.45,￥3.63,康复灵栓,长春新安药业有限公司,规格：2.5g*8粒,效期：2022-10-31
券后约 ￥3.73,￥3.93,感冒止咳颗粒,江苏岷海制药股份有限公司,规格：10g*10袋                                                    ,效期：2022-02-28
券后约 ￥3.55,￥3.74,康尔心胶囊,广东和平药业有限公司,规格：0.4g*10粒*2板,效期：2022-01-11
,￥售罄,阿咖酚散,重庆迪康长江制药有限公司,规格：386mg*80包,效期：
券后约 ￥3.65,￥3.84,安乃近片,重庆迪康长江制药有限公司,规格：0.5g*100片,效期：2023-09-02
券后约 ￥3.43,￥3.61,复方丹参片,四川依科制药有限公司,规格：0.32g*60片(薄膜衣),效期：2021-10-31
券后约 ￥3.61,￥3.80,氨茶碱片,石药集团欧意药业有限公司,规格：0.1g*100片,效期：2023-06-20
券后约 ￥3.96,￥4.17,琥乙红霉素颗粒,湖北东信药业有限公司,规格：0.1g*10袋,效期：2022-03-31
券后约 ￥3.93,￥4.14,奥美拉唑肠溶胶囊,济南明鑫制药股份有限公司,规格：20mg*42粒(400瓶/件)                                         ,效期：2022-06-30
券后约 ￥3.93,￥4.14,复方百部止咳糖浆,广西日田药业集团有限责任公司,规格：100ml,效期：2021-12-31
券后约 ￥3.93,￥4.14,感冒清片,广西金页制药有限公司,规格：0.22g*100片(薄膜衣)(件装400),效期：2022-03-31
券后约 ￥3.65,￥3.84,唇齿清胃丸,长春人民药业集团有限公司,规格：4.5g*8袋,效期：2023-04-30
券后约 ￥3.74,￥3.94,维生素B6注射液,四川美大康华康药业有限公司,规格：2ml:0.1g*10支,效期：2022-09-22
券后约 ￥4.03,￥4.24,复方氨林巴比妥注射液,山西太原药业有限公司,规格：2ml*10支,效期：2022-09-26
券后约 ￥4.02,￥4.23,新复方大青叶片,威海人生药业有限公司,规格：24片*1板,效期：2022-01-31
券后约 ￥3.79,￥3.99,脑心舒口服液,湖北东信药业有限公司,规格：10ml*10支(管制玻璃瓶),效期：2022-08-31
券后约 ￥4.06,￥4.27,尿素维E乳膏,福元药业有限公司,规格：50g(15%),效期：2023-08-31
券后约 ￥4.54,￥4.78,注射用穿琥宁,成都天台山制药有限公司,规格：40mg*5支,效期：2022-08-11
券后约 ￥4.25,￥4.47,止咳枇杷颗粒,四川同人泰药业股份有限公司,规格：10g*12袋,效期：2022-02-28
券后约 ￥4.25,￥4.47,复方三七胶囊,吉林京辉药业股份有限公司,规格：0.25g*12粒*4板,效期：2022-09-30
券后约 ￥4.13,￥4.35,止咳枇杷颗粒,太极集团四川绵阳制药有限公司,规格：10g*9袋,效期：2022-09-30
券后约 ￥3.85,￥4.05,氨茶碱注射液,四川美大康华康药业有限公司,规格：10ml;0.25g*5支,效期：2021-09-30
券后约 ￥4.23,￥4.45,复方氨林巴比妥注射液,国药集团容生制药有限公司,规格：2ml*10支,效期：2022-01-31
券后约 ￥4.23,￥4.45,感冒退热颗粒,四川依科制药有限公司,规格：18g*8袋,效期：2022-03-31
券后约 ￥4.23,￥4.45,板蓝根颗粒,广东隆信制药有限公司,规格：5g*12袋,效期：2022-09-30
券后约 ￥4.18,￥4.40,盐酸氨溴索注射液,国药集团国瑞药业有限公司,规格：2ml:15mg*5支,效期：2021-10-31
券后约 ￥4.68,￥4.93,复合维生素B片,成都第一制药有限公司(原成都第一药业有限公司),规格：100片(600/件),效期：2022-06-30
券后约 ￥4.15,￥4.37,维生素E软胶囊,国药控股星鲨制药(厦门)有限公司,规格：50mg*60粒,效期：2023-06-30
券后约 ￥4.33,￥4.56,白葡萄球菌片,江苏神华药业有限公司,规格：40mg*100片,效期：2022-05-31
券后约 ￥4.43,￥4.66,丹皮酚软膏,长春英平药业有限公司,规格：15g,效期：2022-06-19
券后约 ￥4.48,￥4.72,伸筋丹胶囊,威海人生药业有限公司,规格：0.15g*60粒,效期：2022-06-30
券后约 ￥4.53,￥4.77,桑菊感冒颗粒,四川同人泰药业股份有限公司,规格：11g*10袋,效期：2022-09-30
券后约 ￥4.40,￥4.63,青霉素V钾片,海南三叶制药厂有限公司,规格：0.236g*12片*2板,效期：2022-06-30
券后约 ￥4.30,￥4.53,蛇胆川贝液,四川省通园制药集团有限公司,规格：10ml*6支,效期：2021-10-31
券后约 ￥4.34,￥4.57,川贝枇杷糖浆,昭通市骅成制药有限公司,规格：120ml,效期：2023-01-31
券后约 ￥4.91,￥5.17,复方氨林巴比妥注射液,西南药业股份有限公司,规格：2ml*10支,效期：2022-06-30
券后约 ￥4.91,￥5.17,缬沙坦分散片,山东益健药业有限公司,规格：80mg*7片,效期：2022-04-30
券后约 ￥4.91,￥5.17,心舒乐片,吉林双药药业集团有限公司,规格：0.3g*12片*3板,效期：2021-10-31
券后约 ￥4.91,￥5.17,断血流胶囊,芜湖张恒春药业有限公司,规格：0.35g*12粒*2板,效期：2022-08-31
券后约 ￥4.91,￥5.17,脑乐静,武汉太福制药有限公司,规格：200ml,效期：2022-07-31
券后约 ￥4.82,￥5.07,清眩片,太极集团重庆桐君阁药厂有限公司,规格：0.48g*50片,效期：2023-08-31
券后约 ￥4.82,￥5.07,非洛地平片,北京协和药厂,规格：5mg*20片,效期：2022-12-31
券后约 ￥4.72,￥4.97,感冒灵颗粒,广西两面针亿康药业股份有限公司,规格：10*9袋,效期：2022-02-28
券后约 ￥4.63,￥4.87,吡罗昔康片,云鹏医药集团有限公司(原山西云鹏制药有限公司),规格：10mg*100片,效期：2022-12-22
券后约 ￥4.62,￥4.86,氨茶碱注射液,河南润弘制药股份有限公司,规格：2ml:0.25g*10支,效期：2022-02-28
券后约 ￥4.69,￥4.94,通脉颗粒,四川逢春制药有限公司,规格：10g*10袋,效期：2022-07-31
券后约 ￥4.34,￥4.57,补肾强身片,太极集团四川绵阳制药有限公司,规格：100片(糖衣),效期：2023-01-31
券后约 ￥4.86,￥5.12,复方罗布麻片Ⅰ,云鹏医药集团有限公司(原山西云鹏制药有限公司),规格：100片(薄膜衣),效期：2021-11-08
券后约 ￥4.84,￥5.10,维生素E软胶囊,青岛双鲸药业股份有限公司,规格：100mg*60粒,效期：2022-06-18
券后约 ￥5.19,￥5.46,银黄颗粒,广东一片天医药集团制药有限公司,规格：4g*10袋,效期：2022-02-01
券后约 ￥5.19,￥5.46,感冒清片,广东恒诚制药股份有限公司/广东恒诚制药股份有限公司,规格：0.22g*100片(薄膜衣),效期：2022-11-30
券后约 ￥4.64,￥4.88,蛇胆川贝胶囊,江西川奇药业有限公司,规格：0.3g*12粒,效期：2023-09-30
券后约 ￥5.21,￥5.48,通脉颗粒,甘肃省金羚集团药业有限公司,规格：10g*10袋,效期：2023-07-31
券后约 ￥5.32,￥5.60,盐酸二甲双胍缓释片,山东明仁福瑞达制药股份有限公司,规格：0.5g*30片(薄膜衣),效期：2022-06-18
券后约 ￥5.36,￥5.64,对乙酰氨基酚片,四川省通园制药集团有限公司/四川省通园制药集团有限公司,规格：0.5g*100片,效期：2022-03-31
券后约 ￥5.41,￥5.69,氢溴酸右美沙芬口服溶液,江苏汉晨药业有限公司,规格：100ml(0.15%),效期：2022-03-31
券后约 ￥4.74,￥4.99,氨苄西林胶囊,昆明积大制药股份有限公司,规格：0.25g*20粒,效期：2021-09-08
券后约 ￥5.43,￥5.72,复方羊角颗粒,甘肃佛仁制药科技有限公司,规格：8g*12袋,效期：2022-06-30
券后约 ￥5.70,￥6.00,硫酸亚铁片,山西力玖药业有限公司,规格：0.3g*100片,效期：2023-08-31
,￥售罄,葡萄糖粉剂,康美保宁（四川）制药有限公司,规格：500g                                                        ,效期：
券后约 ￥5.42,￥5.70,抗感解毒颗粒,四川百草堂龙人药业有限公司,规格：10g*8袋,效期：2022-05-31
券后约 ￥5.42,￥5.70,当归调经颗粒,贵州威门药业股份有限公司,规格：10g*8袋,效期：2022-06-30
券后约 ￥5.42,￥5.70,多酶片,浙江国光生物制药有限公司,规格：100片,效期：2021-08-31
券后约 ￥5.42,￥5.70,丁硼乳膏,乐泰药业有限公司(原哈尔滨快好药业有限公司),规格：36g,效期：2022-06-30
券后约 ￥5.42,￥5.70,降糖胶囊,吉林玉仁制药股份有限公司,规格：0.3g*12粒*4板,效期：2022-12-06
券后约 ￥5.42,￥5.70,神曲胃痛胶囊,桂林南药股份有限公司,规格：0.4g*10粒*2板,效期：2021-10-10
券后约 ￥5.03,￥5.30,咳特灵胶囊,广州花城药业有限公司(原广州市花城制药厂),规格：30粒(瓶装),效期：
券后约 ￥5.30,￥5.58,安神补心片,太极集团四川绵阳制药有限公司,规格：100片,效期：2022-04-30
券后约 ￥5.50,￥5.79,辛伐他汀片,上海信谊万象药业股份有限公司,规格：10mg*10片(薄膜衣),效期：2022-07-01
券后约 ￥5.73,￥6.03,葡萄糖酸钙片,开封制药(集团)有限公司,规格：0.5g*100片,效期：2023-06-30
券后约 ￥5.36,￥5.64,玉屏风口服液,湖北济安堂药业股份有限公司,规格：10ml*10支,效期：2022-08-31
券后约 ￥5.90,￥6.21,萘敏维滴眼液,广东众生药业股份有限公司,规格：10ml                                                        ,效期：2022-04-19
券后约 ￥5.90,￥6.21,参麦注射液,四川升和药业股份有限公司,规格：2ml*10支,效期：2023-02-28
券后约 ￥5.80,￥6.11,硝苯地平缓释片(Ⅰ),浙江昂利康制药股份有限公司,规格：10mg*24片*2板,效期：2021-10-31
券后约 ￥5.33,￥5.61,替米沙坦片,海南赛立克药业有限公司,规格：20mg*14片,效期：2023-06-30
券后约 ￥5.99,￥6.31,复方丹参片,广东一力集团制药股份有限公司,规格：0.32g*100片(薄膜衣),效期：2022-02-28
券后约 ￥5.46,￥5.75,夏桑菊颗粒,四川康福来药业集团有限公司,规格：10g*20袋,效期：2022-03-31
券后约 ￥5.55,￥5.84,全天麻胶囊,贵州益康制药有限公司,规格：0.5g*12粒,效期：2023-06-30
券后约 ￥5.79,￥6.10,贝诺酯片,重庆和平制药有限公司,规格：0.5g*100片,效期：2022-05-31
券后约 ￥6.04,￥6.36,玉屏风口服液,湖北东信药业有限公司,规格：10ml*10支,效期：2022-07-31
券后约 ￥6.29,￥6.62,维生素C片,新乡市常乐制药有限责任公司,规格：0.1g*1000片,效期：2021-12-31
券后约 ￥6.44,￥6.78,贝诺酯片,重庆科瑞制药(集团)有限公司,规格：0.5g*100片,效期：2023-06-30
券后约 ￥6.11,￥6.43,橘红颗粒,广西玉兰制药有限公司,规格：11g*8袋,效期：2021-12-31
券后约 ￥6.20,￥6.53,小柴胡颗粒,九寨沟天然药业股份有限公司(原九寨沟天然药业集团有限责任公司）,规格：10g*10袋(120盒/件),效期：2022-03-31
券后约 ￥5.93,￥6.24,保心宁胶囊,四川省通园制药集团有限公司,规格：0.45g*12粒*2板,效期：2023-06-30
券后约 ￥6.30,￥6.63,苯磺酸氨氯地平片,江苏亚邦爱普森药业有限公司委托江苏亚邦强生药业有限公司生产,规格：5mg*14片,效期：2022-03-31
券后约 ￥6.45,￥6.79,氢溴酸右美沙芬片,北京天衡药物研究院南阳天衡制药厂,规格：15mg*12片*3板,效期：2022-01-31
券后约 ￥6.74,￥7.09,月见草油胶丸,国药集团武汉中联四药药业有限公司,规格：0.3g*40粒,效期：2021-10-31
券后约 ￥6.58,￥6.93,前列安通片,康县独一味生物制药有限公司,规格：0.38g*12片*3板,效期：2022-07-31
券后约 ￥6.58,￥6.93,复方石韦胶囊,黑龙江天翼药业有限公司,规格：0.3g*9粒*6板,效期：2022-07-04
券后约 ￥6.39,￥6.73,参芪颗粒,江西保利制药有限公司,规格：10g*10袋,效期：2022-07-30
券后约 ￥5.92,￥6.23,黄连上清丸,四川琦云药业有限责任公司,规格：6g*10袋(水丸)                                               ,效期：2023-04-30
券后约 ￥6.17,￥6.50,马来酸依那普利片,上海现代制药股份有限公司,规格：10mg*16片,效期：2023-04-30
券后约 ￥6.01,￥6.33,补中益气丸,药都制药集团股份有限公司,规格：9g*10丸,效期：2023-06-08
券后约 ￥6.74,￥7.10,酚氨咖敏片,重庆申高生化制药股份有限公司,规格：100片,效期：2022-09-16
券后约 ￥67.17,￥70.70,多维元素片(29-Ⅱ),惠氏制药有限公司,规格：60片,效期：2023-08-05
券后约 ￥6.50,￥6.84,骨肽片,安徽宏业药业有限公司,规格：12片*2板(薄膜衣),效期：2022-06-30
券后约 ￥6.93,￥7.30,夏桑菊颗粒,广东一力集团制药股份有限公司,规格：10g*20袋,效期：2023-04-30
券后约 ￥7.84,￥8.25,盐酸地芬尼多片,湖南千金湘江药业股份有限公司,规格：25mg*30片,效期：2023-06-30
券后约 ￥6.35,￥6.68,加替沙星滴眼液,安徽省双科药业有限公司,规格：5ml(0.3%),效期：2022-05-13
券后约 ￥6.87,￥7.23,格列齐特片,四川美大康药业股份有限公司,规格：80mg*48片,效期：2024-05-31
券后约 ￥18.99,￥19.99,多潘立酮片,西安杨森制药有限公司,规格：10mg*30片,效期：2025-02-28
券后约 ￥7.18,￥7.56,外用紫金锭,广州白云山敬修堂药业股份有限公司,规格：0.25g*18锭（450盒/件）,效期：2021-10-31
券后约 ￥11.11,￥11.70,呋塞米片,江苏亚邦爱普森药业有限公司,规格：20mg*100片,效期：2022-05-31
券后约 ￥3.59,￥3.78,尼莫地平片,亚宝药业集团股份有限公司,规格：20mg*50片,效期：2023-06-30
券后约 ￥6.89,￥7.25,风湿安泰片,通化茂祥制药有限公司,规格：12片*2板(糖衣),效期：2022-09-30
券后约 ￥7.55,￥7.95,马来酸依那普利片,湖南千金湘江药业股份有限公司,规格：10mg*16片,效期：2022-06-30
券后约 ￥6.89,￥7.25,小儿解感片,通化茂祥制药有限公司,规格：12片*2板(糖衣),效期：2022-01-31
券后约 ￥4.23,￥4.45,青霉素V钾片,西南药业股份有限公司,规格：0.236g*30片(薄膜衣),效期：2022-03-31
券后约 ￥6.57,￥6.92,格列吡嗪片,北京京丰制药集团有限公司,规格：5mg*15片*2板                                                ,效期：2022-03-15
券后约 ￥7.31,￥7.70,去痛片,华中药业股份有限公司,规格：100片,效期：2022-06-30
券后约 ￥97.47,￥102.60,多维元素片(29),惠氏制药有限公司,规格：100片,效期：2022-07-12
券后约 ￥7.04,￥7.41,六味地黄丸(浓缩丸),山东孔圣堂制药有限公司,规格：360丸,效期：2023-04-02
券后约 ￥21.47,￥22.60,孟鲁司特钠咀嚼片,四川大冢制药有限公司,规格：5mg*5片(300盒/件),效期：2022-02-26
券后约 ￥6.93,￥7.29,红花注射液,神威药业集团有限公司,规格：5ml*5支,效期：2023-06-30
券后约 ￥3.32,￥3.50,头孢克肟分散片,浙江莎普爱思药业股份有限公司,规格：0.1g*6片,效期：2022-02-12
券后约 ￥7.37,￥7.76,利巴韦林泡腾颗粒,天大药业(珠海)有限公司,规格：50mg*12袋,效期：2022-03-02
券后约 ￥10.92,￥11.50,雷贝拉唑钠肠溶片,山东新华制药股份有限公司,规格：10mg*8片,效期：2022-01-10
,￥售罄,清火片,天津同仁堂集团股份有限公司,规格：0.31g*20片*2板(薄膜衣)                                      ,效期：2022-01-31
券后约 ￥3.66,￥3.85,多潘立酮片,江西捷众制药有限公司,规格：10mg*30片,效期：2022-08-31
券后约 ￥7.09,￥7.46,格列齐特缓释片,安徽联谊药业股份有限公司,规格：30mg*15片*2板,效期：2022-06-25
券后约 ￥6.99,￥7.36,复方丹参片,吉林省长恒药业有限公司,规格：200片（薄膜衣）,效期：2023-06-30
券后约 ￥11.69,￥12.30,非洛地平缓释片,南京易亨制药有限公司,规格：5mg*20片,效期：2021-12-31
券后约 ￥6.39,￥6.73,盐酸二甲双胍缓释片,哈尔滨同一堂药业有限公司,规格：0.5g*30片,效期：2023-07-31
券后约 ￥40.56,￥42.70,格列齐特缓释片,施维雅(天津)制药有限公司,规格：30mg*30片,效期：2023-02-27
